-1
-1,-1,28,41
-1,-1,111,38
-1,-1,70,59
-1,-1,0,0
-1,-1,0,0
"The buttons on the   panel are covered    with strange symbols that seem oddly      familuar to you.","2base1","","","","",""
"aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa "
"aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa "
"aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa "
"cccffffffffff fffffffff ffffffffffccccccccccc "
"cccffffffffff fffffffff ffffffffffccccccccccc "
"cccffffffffff fffffffff ffffffffffccccccccccc "
"cccffffffffff fffffffff ffffffffffccccccccccc "
"cccffffffffff fffffffff ffffffffffccccccccccc "
"cccgggggggggg fffffffff hhhhhhhhhhhcccccccccc "
"cccgggggggggg fffffffff hhhhhhhhhhhcccccccccc "
"cccgggggggggg fffffffff hhhhhhhhhhhcccccccccc "
"cccgggggggggg fffffffff hhhhhhhhhhhcccccccccc "
"cccgggggggggg fffffffff hhhhhhhhhhhcccccccccc "
"cccgggggggggg fffffffff hhhhhhhhhhhcccccccccc "
"cccffffffffff           ffffffffffccccccccccc "
"cccffffffffff           ffffffffffccccccccccc "
"cccffffffffff           ffffffffffccccccccccc "
"cccffffffffff           ffffffffffccccccccccc "
"cccffffffffff           ffffffffffccccccccccc "
"ccccccccccccccccccccccccccccccccccccccccccccc "
"ccccccccccccccccccccccccccccccccccccccccccccc "
"ccccccccccccccccccccccccccccccccccccccccccccc "
"ccccccccccccccccccccccccccccccccccccccccccccc "
"bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb "
"bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb "
26,18,6
30,18,6
34,18,6
38,18,6
42,18,6
58,58,9
58,62,9
58,66,9
58,70,9
58,74,9
62,74,9
62,70,9
62,66,9
62,62,9
62,58,9
66,58,9
66,62,9
66,66,9
66,70,9
66,74,9
70,74,9
70,70,9
70,66,9
70,62,9
70,58,9
74,58,9
74,62,9
74,66,9
74,70,9
74,74,9
78,74,9
78,70,9
78,66,9
78,62,9
78,58,9
82,58,9
82,62,9
82,66,9
82,70,9
82,74,9
86,74,9
86,70,9
86,66,9
86,62,9
86,58,9
90,58,9
90,62,9
90,66,9
90,70,9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
"","A electronicline runs   across the  top of the  panel. ","l",0,0,0,""
"","It is the   bottom      casing for  the panel.","l",0,0,0,""
"","Some kind oftube holds  nine green  buttons. ","l",0,0,0,""
"","Each button is covered  with a      strange red symbol.","l",0,0,0,""
"","You can see the weather proof liningused betweenthe buttons.","l",0,0,0,""
"","You press   the button  and a       caucophanousbeep        emenates    from the    panel. ","p",0,0,0,"bb"
"","You press   the button  and a       caucophanousbeep        emenates    from the    panel. ","p",0,0,0,"sb1"
"","You press   the button  and a       caucophanousbeep        emenates    from the    panel. ","p",0,0,0,"sb2"
"8base2","As you pressthis last   number you  see the     metallic    door slide  away.","p",0,0,0,"sb3"
"","","0",0,0,0,""
"","","0",0,0,0,""
"","","0",0,0,0,""
"","","0",0,0,0,""
"","","0",0,0,0,""
"","","0",0,0,0,""
"","","0",0,0,0,""
"","","0",0,0,0,""
"","","0",0,0,0,""
"","","0",0,0,0,""
"","","0",0,0,0,""
"","","0",0,0,0,""
"","","0",0,0,0,""
"","","0",0,0,0,""
"","","0",0,0,0,""
"","","0",0,0,0,""
"","","0",0,0,0,""
"","","0",0,0,0,""
"","","0",0,0,0,""
"","","0",0,0,0,""
"","","0",0,0,0,""

